Sample,SiO2,Al2O3,Fe2O3,MgO,Na2O,CaO,K2O,Lat,Long,State,Georef ,Navdat Sample Number ,Authors,,,,,,,,,
MB-660,58.03,17.42,6.58,4.3,3.83,6.94,1.59,48.733,-121.811,washington,2003-046396,75324,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-456,61.1,16.84,6.14,2.8,3.48,5.76,2.3,48.816,-121.729,washington,2003-046396,75364,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-262,60.55,16.57,7.23,1.94,5.2,4.43,2.03,48.852,-121.815,washington,2003-046396,75349,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-165,64.24,16.36,5.61,2.75,4.22,3.82,1.75,48.822,-121.764,washington,2003-046396,75351,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-314,63.98,16.08,4.89,2.64,3.9,4.89,2.56,48.829,-121.681,washington,2003-046396,75354,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-328,55.16,16.38,8.02,4.94,3.66,7.86,2.11,48.833,-121.741,washington,2003-046396,75357,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-363,62.48,17.11,5.12,2.43,4.47,5.1,2.17,48.818,-121.739,washington,2003-046396,75362,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-24,57.73,17.38,7.9,3.03,4.22,6.58,1.5,48.698,-121.724,washington,2003-046396,75382,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-182,58.11,17.23,6.36,4.86,3.7,7.07,1.49,48.828,-121.898,washington,2003-046396,75390,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-295,58.06,17.31,6.32,4.84,3.77,7.04,1.47,48.798,-121.848,washington,2003-046396,75393,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-340,58.39,17.33,6.2,4.53,3.86,6.97,1.53,48.813,-121.889,washington,2003-046396,75401,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-60,60.16,17.2,6.56,2.81,4.21,5.68,2,48.779,-121.745,washington,2003-046396,75411,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-192,57.8,17.51,7.07,3.73,3.81,6.98,1.75,48.76,-121.714,washington,2003-046396,75414,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-28,59.48,16.93,6.46,3.55,4.16,6.24,1.87,48.727,-121.862,washington,2003-046396,75438,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-436,58.25,17.24,6.43,4.63,3.58,6.93,1.74,48.772,-121.831,washington,2003-046396,75478,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-166,62.13,17.03,5.56,2.6,4.3,5.14,2.17,48.815,-121.781,washington,2003-046396,75485,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
796,49.38,16.91,11.19,7.61,2.95,9.77,0.52,44.41308,-121.45412,Oregon,2006-075627,66197,Ferns-Mark-L, McConnell-Vicki-S, Madin-Ian-P, Johnson-Jenda-A,,,,,,
137,72.46,15.74,2.33,0.73,4.03,0.45,3.6,48.819126,-121.74669,Washington,2007-002412,88027,"Hildreth, Wes; Lanphere, Marvin A; Champion, Duane E; Fierstein, Judy",,,,,,,,,
BOC177C,54.33,16.87,9.06,4.25,2.64,7.26,2.71,39.366478,-120.08455,California,1985-900103,11306,"Latham, Jr., Thomas",,,,,,,,,
83-1,52.67,16.94,8.74,6.76,3.18,9.51,1.02,41.3079,-121.5749,California,1991-059904,88270,"Baker, Michael B; Grove, Timothy L; Kinzler, R J; Donnelly-Nolan,Julie M; Wandless, G A",,,,,,,,,
83-8,51.31,17.06,9.25,7.4,2.99,9.9,0.79,41.3079,-121.5749,California,1991-059904,88279,"Baker, Michael B; Grove, Timothy L; Kinzler, R J; Donnelly-Nolan,Julie M; Wandless, G A",,,,,,,,,
82-60,49,17.68,9.75,8.43,2.63,11.05,0.29,41.3079,-121.5749,California,1991-059904,88302,"Baker, Michael B; Grove, Timothy L; Kinzler, R J; Donnelly-Nolan,Julie M; Wandless, G A",,,,,,,,,
82-62,48.79,17.53,9.92,8.52,2.55,11.16,0.3,41.3079,-121.5749,California,1991-059904,88304,"Baker, Michael B; Grove, Timothy L; Kinzler, R J; Donnelly-Nolan,Julie M; Wandless, G A",,,,,,,,,
1020M,47.52,18.05,9.65,9.39,2.41,11.8,0.12,41.3079,-121.5749,California,1991-059904,88308,"Baker, Michael B; Grove, Timothy L; Kinzler, R J; Donnelly-Nolan,Julie M; Wandless, G A",,,,,,,,,
99-14,62.34,17.18,4.82,3.49,4.04,5.98,1.24,41.4153,-122.1793,California,2005-024533,93494,"Grove, Timothy L; Baker, Michael B; Price, Richard C; Parman, StephenW; Elkins-Tanton, Linda T; Chatterjee, Nilanjan; Muentener, Othmar",,,,,,,,,
83-50,63.16,16.07,4.44,3.69,4.56,6.07,1.14,41.4367,-122.22,California,2005-024533,93501,"Grove, Timothy L; Baker, Michael B; Price, Richard C; Parman, StephenW; Elkins-Tanton, Linda T; Chatterjee, Nilanjan; Muentener, Othmar",,,,,,,,,
83-53,63.07,16.29,4.42,3.6,4.58,6,1.16,41.4288,-122.2275,California,2005-024533,93504,"Grove, Timothy L; Baker, Michael B; Price, Richard C; Parman, StephenW; Elkins-Tanton, Linda T; Chatterjee, Nilanjan; Muentener, Othmar",,,,,,,,,
83-58,63.93,16.55,4.06,3.22,4.27,6.06,1.11,41.3975,-122.2252,California,2005-024533,93506,"Grove, Timothy L; Baker, Michael B; Price, Richard C; Parman, StephenW; Elkins-Tanton, Linda T; Chatterjee, Nilanjan; Muentener, Othmar",,,,,,,,,
95-13,64.28,16.82,3.83,3.32,4.04,5.99,1,41.437,-122.2308,California,2005-024533,93509,"Grove, Timothy L; Baker, Michael B; Price, Richard C; Parman, StephenW; Elkins-Tanton, Linda T; Chatterjee, Nilanjan; Muentener, Othmar",,,,,,,,,
BT-2,50.41,13.1,16.36,2.91,3.43,6.96,2.19,43.43722,-113.53889,Idaho,1986-014534,11497,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
BT-4,50.09,14,16.25,2.79,3.38,6.92,2.15,43.43722,-113.53889,Idaho,1986-014534,11498,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
D85-189A,57.13,17.26,6.86,3.79,4.33,6.14,2.83,38.35,-118.9167,Nevada,1989-079451,18379,Ormerod-David-Stephen,,,,,,,,,
BD-1,48.03,13.57,16.86,3.54,3.05,7.88,1.84,43.433887,-113.51861,Idaho,1986-014534,11499,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
BD-3,48.96,13.4,16.87,3.34,3.61,6.92,2.03,43.560276,-113.39306,Idaho,1986-014534,11500,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
MB-168,58.67,16.67,6.78,3.58,4.37,6.13,2.32,48.827,-121.783,washington,2003-046396,75163,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
BD-5,48.25,13.99,17.31,3.42,3.37,6.7,1.94,43.426666,-113.54639,Idaho,1986-014534,11501,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
BD-6,49.43,13.77,16.67,3.24,3.46,6.54,2.04,43.441666,-113.55695,Idaho,1986-014534,11502,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
BD-7,49.65,14.06,16.37,3.12,3.57,6.46,2.09,43.441666,-113.55695,Idaho,1986-014534,11503,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
MB-16,61.96,17,6.02,1.79,5.67,4.39,1.61,48.782,-121.881,washington,2003-046396,75164,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
TM-2,49.26,13.5,15.9,3.61,3.25,7.51,2.03,43.413055,-113.22305,Idaho,1986-014534,11504,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
TM-4,50.94,13.36,15.54,3.1,3.49,6.94,2.34,43.388332,-113.49306,Idaho,1986-014534,11506,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
TM-5,51.26,13.34,15.29,3.06,3.56,6.84,2.4,43.38361,-113.48611,Idaho,1986-014534,11507,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
NC-2,49.11,14.16,16.92,3.44,3.17,6.92,1.98,43.46,-113.56416,Idaho,1986-014534,11508,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
BC-1,49.82,14.37,16.25,3.06,3.46,6.33,2.19,43.468334,-113.53611,Idaho,1986-014534,11509,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
BC-4,50.03,13.37,16.3,3.14,3.3,7.06,2.08,43.4425,-113.55833,Idaho,1986-014534,11510,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
BC-5,50.46,13.99,16.1,2.87,3.63,6.34,2.08,43.445557,-113.56389,Idaho,1986-014534,11511,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
BC-7,51.44,13.09,16.04,2.71,3.22,6.82,2.23,43.445557,-113.56389,Idaho,1986-014534,11512,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
BC-8,50.75,14.08,15.95,2.87,3.54,6.31,2.16,43.45861,-113.52222,Idaho,1986-014534,11513,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
BC-9,50.9,13.91,15.93,2.86,3.76,6.26,2.31,43.458057,-113.53278,Idaho,1986-014534,11514,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
BC-11,51.17,13.32,16.08,2.69,3.4,6.7,2.3,43.450832,-113.55222,Idaho,1986-014534,11515,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
BC-12,50.67,14.13,15.88,2.77,3.46,6.67,2.22,43.451668,-113.55361,Idaho,1986-014534,11516,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
BC-13,51.15,13.67,15.94,2.63,3.51,6.64,2.27,43.47972,-113.51639,Idaho,1986-014534,11517,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
SE-1,54.61,13.87,14.71,1.82,3.79,5.26,2.88,43.485,-113.51195,Idaho,1986-014534,11518,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
SE-2,55.04,14.25,14.39,1.8,4.13,4.79,3.06,43.458057,-113.52278,Idaho,1986-014534,11519,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
SE-3,54.77,14.24,14.44,1.7,4.32,4.85,2.98,43.461945,-113.56834,Idaho,1986-014534,11520,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
SE-4,60.85,14.16,11.38,0.53,4.06,3.61,3.97,43.505,-113.46333,Idaho,1986-014534,11521,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
SE-5,62.83,14.72,9.44,0.37,3.88,3.08,4.61,43.47278,-113.52139,Idaho,1986-014534,11522,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
SE-6,63.55,14.29,9.12,0.37,4.06,2.97,4.65,43.461113,-113.56306,Idaho,1986-014534,11523,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
HW-2,63.07,14.53,9.33,0.27,4.21,2.95,4.65,43.461113,-113.55334,Idaho,1986-014534,11524,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
HW-5,62.32,14.07,11.59,0.25,3.73,2.45,4.71,43.4575,-113.56889,Idaho,1986-014534,11525,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
VC-2,45.24,13.82,15.93,5.82,2.87,9.62,1.26,43.333332,-113.42917,Idaho,1986-014534,11527,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
DH-2,44.56,14.54,16.11,6.5,2.92,9.06,1.13,43.3,-113.39167,Idaho,1986-014534,11528,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
DH-3,44.81,13.95,15.91,6.08,2.85,9.85,1.14,43.506668,-113.22389,Idaho,1986-014534,11529,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
MB-18,52.47,17.93,9.48,5.65,3.88,8.06,0.82,48.781,-121.881,washington,2003-046396,75165,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
DC-1,48.23,13.48,16.62,3.5,4.17,7.05,1.98,43.3,-113.35,Idaho,1986-014534,11530,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
DC-2,48.65,13.12,16.55,3.55,3.2,7.77,1.94,43.3,-113.35,Idaho,1986-014534,11531,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
MB-19,58.11,17.61,6.22,4.38,3.53,7.55,1.5,48.783,-121.881,washington,2003-046396,75166,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-29,56.27,18.12,6.98,4.36,3.86,7.87,1.17,48.729,-121.877,washington,2003-046396,75167,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-49,58.33,17.64,6.39,3.81,4.11,6.9,1.49,48.724,-121.806,washington,2003-046396,75168,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MN-1,47.86,13.6,16.9,3.98,3.37,7,1.88,43.2,-113.3,Idaho,1986-014534,11533,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
MB-57,54.65,18.65,7.63,4.27,4,8.33,1.12,48.736,-121.868,washington,2003-046396,75169,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-108,58.87,17.59,5.98,4.11,3.47,7.33,1.54,48.758,-121.872,washington,2003-046396,75170,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MN-2,47.81,13.89,16.93,3.78,3.54,6.84,1.94,42.93222,-113.49333,Idaho,1986-014534,11534,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
MB-110,59.38,18.02,5.78,3.61,3.77,6.92,1.38,48.758,-121.873,washington,2003-046396,75171,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MN-3,48.69,12.93,16.69,3.38,3.46,7.57,2.01,43.203335,-113.27639,Idaho,1986-014534,11535,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
MB-111,56.62,19.38,6.89,3.46,3.25,7.75,1.44,48.757,-121.867,washington,2003-046396,75172,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MB-112,63.5,16.48,5.13,2.67,4.24,4.77,2.25,48.756,-121.879,washington,2003-046396,75173,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MN-4,48.71,14.36,16.8,3.27,3.56,6.44,2.18,42.935276,-113.48972,Idaho,1986-014534,11536,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
MB-113,59.63,16.86,5.6,4.58,3.56,7.08,1.59,48.756,-121.878,washington,2003-046396,75174,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
MN-5,48.57,13.64,16.63,3.49,3.59,7.12,1.98,43.2,-113.3,Idaho,1986-014534,11537,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
MB-114,59.28,17.58,6.31,3.35,4.17,6.48,1.55,48.756,-121.89,washington,2003-046396,75175,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
B-02,48.25,16.92,11.82,7.08,3.23,10.2,0.53,39,-112.5,Utah,1974-029727,3423,Hoover-James-D,,,,,,,,,
78K76,50.43,13.79,16.08,2.83,4.21,6.25,2.32,42.996666,-113.69639,Idaho,1986-014534,11538,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
B-03,50.43,16.81,12.37,4.92,3.41,8.64,1.03,39,-112.5,Utah,1974-029727,3424,Hoover-James-D,,,,,,,,,
MB-116,63.61,16.48,5.16,2.55,4.15,4.75,2.32,48.75,-121.883,washington,2003-046396,75176,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
B-04,50.74,15.6,13.19,5.11,3.34,8.67,0.98,39,-112.5,Utah,1974-029727,3425,Hoover-James-D,,,,,,,,,
B-06,66.6,12.19,9.09,0.88,3.17,4.24,2.71,39,-112.5,Utah,1974-029727,3426,Hoover-James-D,,,,,,,,,
RF-2,53.63,13.86,14.88,2.11,3.91,5.6,2.74,43.256943,-113.29611,Idaho,1986-014534,11539,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
B-07,64.19,13.99,8.39,1.23,3.17,5.35,2.35,39,-112.5,Utah,1974-029727,3427,Hoover-James-D,,,,,,,,,
MB-117,60.38,17.36,5.82,3.58,3.74,6.32,1.77,48.75,-121.891,washington,2003-046396,75177,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
B-09,48.34,17.08,11.16,7.2,3.36,10.33,0.56,39,-112.5,Utah,1974-029727,3428,Hoover-James-D,,,,,,,,,
I-27,51.46,15.38,10.29,7.36,2.93,8.9,1.44,39,-112.5,Utah,1974-029727,3437,Hoover-James-D,,,,,,,,,
BL-1,48.48,12.79,16.8,3.53,3.36,7.69,1.99,43.483334,-113.375,Idaho,1986-014534,11540,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
B-10,48.01,17.14,11.93,7.16,3.3,10.03,0.52,39,-112.5,Utah,1974-029727,3429,Hoover-James-D,,,,,,,,,
B-12,47.34,18.12,11.5,6.98,3.27,10.39,0.53,39,-112.5,Utah,1974-029727,3430,Hoover-James-D,,,,,,,,,
B-15,62.93,12.74,9.19,0.87,3.19,6.97,1.12,39,-112.5,Utah,1974-029727,3431,Hoover-James-D,,,,,,,,,
MB-118,59.9,18.33,5.97,2.51,4.02,6.72,1.35,48.748,-121.891,washington,2003-046396,75178,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
B-18,55.65,12.31,14.32,3.16,3.21,7.26,1.52,39,-112.5,Utah,1974-029727,3432,Hoover-James-D,,,,,,,,,
BL-2,48.16,13.5,16.66,3.52,4.19,7.02,1.98,43.483334,-113.375,Idaho,1986-014534,11541,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
B-19,48.35,16.99,11.58,7.13,3.29,10.18,0.54,39,-112.5,Utah,1974-029727,3433,Hoover-James-D,,,,,,,,,
MB-119,57.94,18.94,6.39,2.69,3.8,7.67,1.46,48.741,-121.923,washington,2003-046396,75179,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
B-21,50.56,15.92,13.02,4.98,3.36,8.76,1.09,39,-112.5,Utah,1974-029727,3434,Hoover-James-D,,,,,,,,,
IS-1,54.14,14.16,14.78,1.94,3.61,5.25,2.91,43.358055,-113.57667,Idaho,1986-014534,11543,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
I-04,48.11,15.64,11.92,7.88,2.83,9.94,0.96,39,-112.5,Utah,1974-029727,3435,Hoover-James-D,,,,,,,,,
IN-1,53.1,13.95,15.36,2.19,3.62,5.53,2.74,43.360832,-113.55527,Idaho,1986-014534,11542,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
I-10,49.78,15.24,11.84,6.99,2.93,9.22,1.21,39,-112.5,Utah,1974-029727,3436,Hoover-James-D,,,,,,,,,
MB-176,61.94,17.27,5.99,1.86,5.5,4.26,1.63,48.779,-121.892,washington,2003-046396,75180,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
I-31,50.32,15.33,10.99,7.17,2.93,9.42,1.35,39,-112.5,Utah,1974-029727,3438,Hoover-James-D,,,,,,,,,
I-35,48.94,15.37,12,7.79,2.84,9.48,0.93,39,-112.5,Utah,1974-029727,3439,Hoover-James-D,,,,,,,,,
MB-177,61.56,17.26,6.14,1.89,5.47,4.4,1.62,48.777,-121.885,washington,2003-046396,75181,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
I-38,50.79,15.15,11.39,6.79,2.96,8.84,1.31,39,-112.5,Utah,1974-029727,3440,Hoover-James-D,,,,,,,,,
SA-1,54.89,14.54,13.89,1.92,4.08,4.91,3.01,43.295555,-113.50611,Idaho,1986-014534,11544,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
I-M,51.18,15.44,10.35,7.57,2.93,9.02,1.36,39,-112.5,Utah,1974-029727,3441,Hoover-James-D,,,,,,,,,
MB-178,59.41,17.64,6.95,2.46,5.38,5.24,1.32,48.773,-121.894,washington,2003-046396,75182,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
I-Mc,51.65,15.59,9.73,7.53,2.92,9.11,1.47,39,-112.5,Utah,1974-029727,3442,Hoover-James-D,,,,,,,,,
I-t,49.26,15.38,11.95,7.6,2.86,9.29,0.96,39,-112.5,Utah,1974-029727,3443,Hoover-James-D,,,,,,,,,
K-02,50.27,16,13.46,5.01,3.36,8.57,0.97,39,-112.5,Utah,1974-029727,3444,Hoover-James-D,,,,,,,,,
SA-2,57.34,14.51,12.87,1.29,4.08,4.3,3.42,43.358612,-113.52583,Idaho,1986-014534,11545,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
MB-179,57.8,17.82,6.29,4.65,3.39,7.4,1.53,48.776,-121.895,washington,2003-046396,75183,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
K-03,51.23,15.92,12.57,4.95,3.41,8.7,0.96,39,-112.5,Utah,1974-029727,3445,Hoover-James-D,,,,,,,,,
K-07,50.41,15.75,13.59,5.05,3.43,8.5,0.89,39,-112.5,Utah,1974-029727,3446,Hoover-James-D,,,,,,,,,
SA-3,57.77,14.57,12.57,1.19,4.14,4.2,3.47,43.358612,-113.52583,Idaho,1986-014534,11546,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
K-08,51.42,15.74,11.51,5.15,3.47,9.35,1.04,39,-112.5,Utah,1974-029727,3447,Hoover-James-D,,,,,,,,,
MB-233,59.37,18.01,5.93,3.5,3.79,6.86,1.38,48.777,-121.869,washington,2003-046396,75184,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
P-01,50.06,16.87,9.74,6.6,3.03,10.65,1.09,39,-112.5,Utah,1974-029727,3448,Hoover-James-D,,,,,,,,,
P-06,49.67,17.28,9.68,6.74,3.17,10.42,1.07,39,-112.5,Utah,1974-029727,3449,Hoover-James-D,,,,,,,,,
SA-4,57.33,15.14,12.44,1.45,3.98,4.13,3.41,43.394722,-113.51195,Idaho,1986-014534,11547,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
P-13,50.12,17.78,9.77,5.36,3.13,10.78,1.16,39,-112.5,Utah,1974-029727,3450,Hoover-James-D,,,,,,,,,
MB-234,58.55,18.08,6.05,3.97,3.72,7.2,1.3,48.778,-121.87,washington,2003-046396,75185,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
P-17,48.96,16.96,10.88,7.09,3.1,9.94,0.85,39,-112.5,Utah,1974-029727,3451,Hoover-James-D,,,,,,,,,
P-28,48.4,17.74,9.97,8.16,2.85,10.45,0.61,39,-112.5,Utah,1974-029727,3452,Hoover-James-D,,,,,,,,,
P-29,47.69,16.99,10.94,7.01,3.06,10.96,0.93,39,-112.5,Utah,1974-029727,3453,Hoover-James-D,,,,,,,,,
MB-235,58.65,18.08,6,3.99,3.71,7.15,1.3,48.778,-121.87,washington,2003-046396,75186,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
SO-1,43.58,13.9,17.92,5.02,3.31,8.03,1.54,43.394444,-113.51278,Idaho,1986-014534,11549,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
P-31,49.09,18.19,9.72,6.94,3.07,10.32,0.99,39,-112.5,Utah,1974-029727,3454,Hoover-James-D,,,,,,,,,
P-34,48.62,16.98,9.27,7.83,2.95,11.51,0.95,39,-112.5,Utah,1974-029727,3455,Hoover-James-D,,,,,,,,,
P-38,47.66,16.68,10.32,8.32,2.76,11.71,0.66,39,-112.5,Utah,1974-029727,3456,Hoover-James-D,,,,,,,,,
ST-1,43.91,13.77,17.59,5.15,3.31,8.18,1.46,43.233334,-113.39167,Idaho,1986-014534,11550,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
MB-236,58.83,18.16,5.99,3.8,3.74,7.07,1.3,48.779,-121.87,washington,2003-046396,75187,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
P-c1,50.02,18.23,8.59,6.66,3.36,10.23,1.04,39,-112.5,Utah,1974-029727,3457,Hoover-James-D,,,,,,,,,
P-Fc,49.96,17.13,9.46,7.01,3.06,10.5,1.04,39,-112.5,Utah,1974-029727,3458,Hoover-James-D,,,,,,,,,
ST-2,43.82,13.61,17.43,5.51,3.32,8.23,1.48,43.34722,-113.45972,Idaho,1986-014534,11551,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
P-sid,49.52,16.12,12.58,6.21,3.21,9.03,1.09,39,-112.5,Utah,1974-029727,3459,Hoover-James-D,,,,,,,,,
ST-3,44.76,12.77,17.44,4.86,3.1,9.38,1.56,43.25611,-113.45,Idaho,1986-014534,11552,"Kuntz, Mel A; Elsheimer, H Neil; Espos, Laureano F; Klock, Paul R",,,,,,,,,
R-02,51.31,15.13,13.17,4.86,3.44,8.69,1.07,39,-112.5,Utah,1974-029727,3460,Hoover-James-D,,,,,,,,,
